,LEMMA,HEAD,HEAD POS,HEAD GEN,LEMMA GEN,SYSTEM_SUFFIX,HEAD_SUFFIX
0,αιγικορευς,κουρευς,Noun,εως,εως,"('ευς', 'εως')","('ευς', 'εως')"
1,αιγυπτογενης,γιγνομαι,Verb,V,ες,"('ης', 'ες')",V
2,αιγικορος,κουρος,Noun,ου,ου,"('ρος', 'ου')","('ρος', 'ου')"
4,αιθιοψ,οψε,Verb,V,οπος,,V
5,αινεσιδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
6,αινησιδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
7,αινοπαρις,παρις,Noun,ιδος,ιδος,"('ις', 'ιδος')","('ις', 'ιδος')"
8,αιολοκενταυρος,κενταυριον,Noun,ου,ου,"('ρος', 'ου')","('ιον', 'ου')"
9,αιπιορητος,οραω,Verb,V,ου,"('τος', 'ου')",V
10,αισωποποιητος,ποιητος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
11,αιτωλαρχης,αρχω,Verb,V,ου,"('ης', 'ου')",V
12,αιθοψ,οψε,Verb,V,οπος,,V
15,αυτοκρατης,κριτης,Noun,ου,ες,"('της', 'ες')","('της', 'ου')"
19,αυτονοη,de αυτονοος,Verb,V,ης,"('η', 'ης')",V
20,αυτοφονος,φονος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
22,αυτοδικος,δισκος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
23,αυτολυκος,λυκος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
24,αυτονομος,νομος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
32,βατραχομυομαχια,μυς,Noun,μυος,ας,"('ια', 'ας')",
33,βδελυκλεων,κλεων,Noun,ωνος,ωνος,"('εων', 'ωνος')","('εων', 'ωνος')"
34,βελλεροφοντης,φονευτης,Noun,ου,ου,"('της', 'ου')","('της', 'ου')"
36,βελονοπωλης,πωλεω,Verb,V,ου,"('ης', 'ου')",V
37,βερενικη,φερενικη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
39,βλεψιδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
40,βορειγονοι,γιγνομαι,Verb,V,ων,"('οι', 'ων')",V
42,βουζυγης,ζευγνυμι,Verb,V,ου,"('ης', 'ου')",V
43,βουκεφαλας,βουκεφαλος,Adjective,ον,α,"('ας', 'α')","('λος', 'ον')"
45,βουκεφαλος,κεφαλος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
46,βουκολος,κολος,Adjective,ον,ου,"('λος', 'ου')","('λος', 'ον')"
49,βοαγριος,αγριος,Adjective,ον,ου,"('ιος', 'ου')","('ιος', 'ον')"
51,βουδορον,δορπον,Noun,ου,ου,"('ον', 'ου')","('ον', 'ου')"
53,βρυσωνοθρασυμαχειοληψικερματοι,θρασυμαχος,Adjective,ον,ων,"('οι', 'ων')","('ος', 'ον')"
54,βαθιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
55,βοσπορος,πορος,Noun,ου,ου,"('ρος', 'ου')","('ρος', 'ου')"
56,γαλαξαυρη,αυρα,Noun,ας,ης,"('η', 'ης')","('ρα', 'ας')"
57,γαλαξιδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
60,γαστροδωρη,δωρον,Noun,ου,ης,"('η', 'ης')","('ον', 'ου')"
61,γερητοθεοδωροι,θεοδωρος,Noun,ου,ων,"('οι', 'ων')","('ρος', 'ου')"
62,γερμανολετις,ολε-,Verb,V,ιδος,"('τις', 'ιδος')",V
63,γευσιστρατη,στρατος,Noun,ου,ης,"('η', 'ης')","('τος', 'ου')"
64,γλαυκοθεα,θεα,Adjective,ας,ας,"('α', 'ας')","('α', 'ας')"
65,γλαυκονομη,νεμω,Verb,V,ης,"('η', 'ης')",V
66,γλαυκιππος,*ιππος p,Verb,V,ου,"('ος', 'ου')",V
67,γλωσσοτραπεζος,τραπεζα,Noun,ης,ου,"('ος', 'ου')","('α', 'ης')"
68,γνωσιδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
69,γνωσιδικος,δικη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
71,γοργολοφα,λοφια,Noun,ας,ης,"('α', 'ης')","('ια', 'ας')"
73,γοργοφονος,φονος,Noun,ου,ον,"('νος', 'ον')","('νος', 'ου')"
76,γοργωπας,ωπας,Verb,V,α,"('ας', 'α')",V
77,γυμνοσοφισται,σοφιστης,Noun,ου,ων,,"('της', 'ου')"
78,γοργιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
81,δαμασικονδυλος,κ,Verb,V,ου,"('λος', 'ου')",V
95,δαμασιππος,ιππος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
102,δαρειογενης,γεν- de γιγνομαι,Verb,V,ες,"('ης', 'ες')",V
105,δαιλοχος,λοχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
106,δαιμαχος,μαχη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
108,δεινοκρατης,κρατος,Noun,e,ους,"('της', 'ους')",
109,δεινομαχη,de δεινομαχος,Verb,V,ης,"('η', 'ης')",V
111,δεινολοχος,λοχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
112,δεινομαχος,μαχομαι,Verb,V,ου,"('ος', 'ου')",V
113,δεισηνωρ,ηνωρ,Verb,V,ορος,"('ωρ', 'ορος')",V
114,δεκαπολις,πολις,Noun,εως,εως,"('ις', 'εως')","('ις', 'εως')"
115,δεξιθεα,de δεξιθεος,Verb,V,ας,"('α', 'ας')",V
116,δεξικρατης,κρατος,Noun,e,ους,"('της', 'ους')",
119,δεξιθεος,θεος,Noun,ου,ου,"('εος', 'ου')","('εος', 'ου')"
121,δεξιοχος,εχω,Verb,V,ου,"('ος', 'ου')",V
122,δεσποσιοναυται,ναυτης,Noun,ου,ων,,"('της', 'ου')"
123,δευτερονομιον,νομος,Noun,ου,ου,"('ιον', 'ου')","('μος', 'ου')"
124,δειναρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
127,δημαινετη,de δημαινετος,Verb,V,ης,"('η', 'ης')",V
128,δημαριστη,αριστος,Adjective,ον,ης,"('στη', 'ης')","('στος', 'ον')"
129,δημαινετος,αινεω,Verb,V,ου,"('ετος', 'ου')",V
131,δημοδικη,de δημοδικος,Verb,V,ης,"('η', 'ης')",V
132,δημοδοκη,de δημοδοκος,Verb,V,ης,"('η', 'ης')",V
134,δημοκρατης,κρατος,Noun,e,ους,"('της', 'ους')",
141,δημοπτολεμος,πτολεμος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
143,δημοσατυροι,σατυροι,Verb,V,ων,"('οι', 'ων')",V
144,δημοτελης,τεληεις,Adjective,ηεν,ες,"('ης', 'ες')","('εις', 'ηεν')"
145,δημοφανης,φανοτης,Noun,ητος,ες,"('ης', 'ες')","('της', 'ητος')"
146,δημοφιλη,de δημοφιλος,Verb,V,ης,"('η', 'ης')",V
148,δημοχαρης,χαρτης,Noun,ου,ες,"('ης', 'ες')","('της', 'ου')"
150,δημαρατος,αραομαι,Verb,V,ου,"('τος', 'ου')",V
151,δημαρετος,αρεσκω,Verb,V,ου,"('ετος', 'ου')",V
152,δημαρμενος,*αρω,Verb,V,ου,"('νος', 'ου')",V
153,δημητηρ,da-ma-te ; on pose δα,Verb,V,τρος,,V
155,δημοδικος,δικη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
156,δημοδοκος,δεκομαι,Verb,V,ου,"('ος', 'ου')",V
157,δημοκριτος,κρινω,Verb,V,ου,"('ιτος', 'ου')",V
158,δημονησος,νησος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
163,δημοστρατος,στρατος,Noun,ου,ου,"('τος', 'ου')","('τος', 'ου')"
164,δημοτιμος,τιμη,Noun,ης,ου,"('μος', 'ου')","('η', 'ης')"
166,δημοφιλος,φιλος,Adjective,ον,ου,"('λος', 'ου')","('λος', 'ον')"
167,δημοχαρις,χαρις,Noun,ιτος,ιδος,"('ις', 'ιδος')",
168,δηριμαχεια,μαχομαι,Verb,V,ας,"('εια', 'ας')",V
170,δηιδαμεια,δαμνημι,Verb,V,ας,"('εια', 'ας')",V
176,δηιμαχος,μαχη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
177,δηιπυλος,πυλη,Noun,ης,ου,"('λος', 'ου')","('η', 'ης')"
179,δηιφονος,φεν- de πεφνειν,Verb,V,ου,"('νος', 'ου')",V
181,διαγορας,αγορευω,Verb,V,ου,"('ας', 'ου')",V
183,διαπρεπης,πρεπτος,Adjective,ον,ες,"('ης', 'ες')","('τος', 'ον')"
184,δικαιογενης,γιγνομαι,Verb,V,ους,"('ης', 'ους')",V
185,δικαιοτελης,τελος,Verb,V,ους,"('ης', 'ους')",V
186,δικαιοπολις,πολις,Noun,εως,εως,"('ις', 'εως')","('ις', 'εως')"
187,δικαιαρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
188,διογενετωρ,γενετωρ,Noun,ορος,ορος,"('τωρ', 'ορος')","('τωρ', 'ορος')"
189,διογειτων,γειτων,Adjective,ον,ονος,"('ων', 'ονος')","('ων', 'ον')"
193,διομειαλαζων,αλαζων,Adjective,ονος,ονος,"('ων', 'ονος')","('ων', 'ονος')"
197,διομηδη,μηδομαι,Verb,V,ης,"('η', 'ης')",V
200,διονυσιοπηγανοδωρος,πηγανον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
201,διονυσοκολακες,κολαξ,Noun,ακος,ων,"('ες', 'ων')",
204,διονυσοδοτος,δοτος,Adjective,ον,ου,"('τος', 'ου')","('τος', 'ον')"
205,διονυσοδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
207,διοσκορινθιος,κορινθος,Noun,ου,ου,"('ιος', 'ου')","('ος', 'ου')"
209,διοσφορος,φερω,Verb,V,ου,"('ρος', 'ου')",V
210,διοτρεφης,τρεφω,Verb,V,ες,"('ης', 'ες')",V
211,διοτελης,τελος,Verb,V,ους,"('ης', 'ους')",V
212,διοτιμα,de διοτιμος,Verb,V,ης,"('α', 'ης')",V
216,διψαναπαυσιλυπος,αναπαυω,Verb,V,ου,"('ος', 'ου')",V
217,διιτρεφης,de ζευς,Verb,V,ους,"('ης', 'ους')",V
218,διογνητος,γνωστος,Adjective,ον,ον,"('τος', 'ον')","('στος', 'ον')"
219,διοδοτος,δοτος,Adjective,ον,ου,"('τος', 'ου')","('τος', 'ον')"
220,διοδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
221,διομιλος,ομιλεω,Verb,V,ου,"('λος', 'ου')",V
222,διομνηστος,μναομαι,Verb,V,ου,"('στος', 'ου')",V
225,διοπομπος,πεμπω,Verb,V,ου,"('ος', 'ου')",V
227,διοσκορος,κουρος,Noun,ου,ου,"('ρος', 'ου')","('ρος', 'ου')"
228,διοτιμος,τιμη,Noun,ης,ου,"('μος', 'ου')","('η', 'ης')"
229,διοτονος,τεινω,Verb,V,ου,"('νος', 'ου')",V
233,διωξιππος,ιππος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
236,δυσελενα,ελενη ; cf,Verb,V,ας,"('α', 'ας')",V
237,δυσκελαδος,κελαδος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
238,δωροθεος,θεος,Noun,ου,ου,"('εος', 'ου')","('εος', 'ου')"
239,δωσιθεος,θεος,Noun,ου,ου,"('εος', 'ου')","('εος', 'ου')"
240,δαμιππος,ι,Adjective,ι,ου,"('ος', 'ου')",
241,δαμνιππος,ιππος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
243,δεξιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
244,δημαρχος,αρχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
248,δυσηρις,ηρωις,Adjective,ιδος,ι,,"('ις', 'ιδος')"
251,ευαγορας,αγορεω,Verb,V,ου,"('ας', 'ου')",V
254,ευαινετος,αινετος,Adjective,ον,ου,"('ετος', 'ου')","('ετος', 'ον')"
256,ευγενης,γενυς,Noun,υος,ες,"('ης', 'ες')","('υς', 'υος')"
257,ευδαμιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
258,ευδερκης,δευκης,Adjective,ες,ες,"('ης', 'ες')","('ης', 'ες')"
259,ευεσπεριδες,εσπεριδες,Verb,V,ων,"('ιδες', 'ων')",V
262,ευθυκρατης,κρατος,Noun,e,ους,"('της', 'ους')",
264,ευθυδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
265,ευθυδικος,δισκος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
266,ευθυκριτος,κρινω,Verb,V,ου,"('ιτος', 'ου')",V
269,ευθυφημος,φημη ; cf,Verb,V,ου,"('μος', 'ου')",V
270,ευθυφρων,φρην,Noun,e,ον,"('ων', 'ον')",
273,ευκρατης,κρατος,Noun,e,ους,"('της', 'ους')",
274,ευκτημων,κτηδων,Noun,ονος,ον,"('μων', 'ον')","('ων', 'ονος')"
278,ευμαρης,μαρη,Noun,ης,ες,"('ης', 'ες')","('η', 'ης')"
279,ευμενης,μενδης,Noun,ητος,ες,"('ης', 'ες')","('ης', 'ητος')"
280,ευμηδης,μηδομαι,Verb,V,ους,"('ης', 'ους')",V
281,ευξιθεος,θεος,Noun,ου,ου,"('εος', 'ου')","('εος', 'ου')"
282,ευξιππη,ιππος,Noun,ου,ης,"('η', 'ης')","('ος', 'ου')"
284,ευπειθης,πενης,Adjective,ητος,ες,"('ης', 'ες')","('ης', 'ητος')"
285,ευπυλιδας,πυλη,Noun,ης,ου,"('ας', 'ου')","('η', 'ης')"
286,ευπαλαμος,παλαγμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
287,ευπατωρ,πατωρ,Noun,ορος,ορος,"('τωρ', 'ορος')","('τωρ', 'ορος')"
288,ευπεταλος,πεταλος,Adjective,ον,ον,"('λος', 'ον')","('λος', 'ον')"
289,ευπολεμος,πολεμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
293,ευρυδικη,δικη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
295,ευρυκρατης,κρατος,Noun,e,ους,"('της', 'ους')",
298,ευρυμεδουσα,de ευρυμεδων,Verb,V,ης,"('σα', 'ης')",V
300,ευρυμενης,μενδης,Noun,ητος,ες,"('ης', 'ες')","('ης', 'ητος')"
301,ευρυνομη,νομη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
302,ευρυπτολεμος,πτολεμος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
303,ευρυπυλη,ευρυπυλης,Noun,ες,ης,"('η', 'ης')","('ης', 'ες')"
306,ευρυφαεσσα,φασσα,Noun,ης,ης,"('σα', 'ης')","('σα', 'ης')"
308,ευρυχορη,de ευρυχορος,Verb,V,ης,"('η', 'ης')",V
311,ευρυαλη,de ευρυαλος,Verb,V,ης,"('η', 'ης')",V
314,ευρυαλος,αλος,Adjective,ου,ον,"('λος', 'ον')","('λος', 'ου')"
315,ευρυδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
316,ευρυηλος,ηλος,Noun,ου,ου,"('ηλος', 'ου')","('ηλος', 'ου')"
317,ευρυλοχος,λοχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
318,ευρυμαχος,μαχομαι,Verb,V,ου,"('ος', 'ου')",V
319,ευρυνομος,νεμω,Verb,V,ου,"('μος', 'ου')",V
320,ευρυπυλος,πυλος,Adjective,ου,ου,"('λος', 'ου')","('λος', 'ου')"
321,ευρυτιμος,τιμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
326,ευσταφυλος,σταφυλη,Noun,ης,ου,"('λος', 'ου')","('η', 'ης')"
327,ευστοργιος,στεργω,Verb,V,ου,"('ιος', 'ου')",V
328,ευσαγηνος,σαγηνη,Noun,ης,ου,"('νος', 'ου')","('η', 'ης')"
331,ευτυχις,τυχος,Noun,ου,ιδος,"('ις', 'ιδος')","('ος', 'ου')"
332,ευτερπη,τερπωλη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
333,ευφρονιος,φρην,Noun,e,ου,"('ιος', 'ου')",
334,ευφανης,φανοτης,Noun,ητος,ους,"('ης', 'ους')","('της', 'ητος')"
335,ευφιλητος,φιλητος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
340,ευαγγελος,αγγελος,Adjective,ου,ον,"('λος', 'ον')","('λος', 'ου')"
341,ευαλκης,αλκηεις,Adjective,ηεν,ες,"('ης', 'ες')","('εις', 'ηεν')"
342,ευανθη,ανθη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
343,ευανθης,ανθος,Noun,ου,ες,"('ης', 'ες')","('ος', 'ου')"
344,ευαρνη,de ευαρνος,Verb,V,ης,"('η', 'ης')",V
347,ευηγορος,ηγορος,Verb,V,ον,"('ρος', 'ον')",V
348,ευημερος,ημερος,Noun,ος,ον,"('ρος', 'ον')","('ρος', 'ος')"
349,ευηνιος,ηνις,Adjective,ιος,ον,"('ιος', 'ον')","('ις', 'ιος')"
350,ευηνωρ,ηνωρ,Verb,V,ορος,"('ωρ', 'ορος')",V
351,ευριππα,ιππος,Noun,ου,ας,"('πα', 'ας')","('ος', 'ου')"
352,ευαγρος,αγρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
353,ευαθλος,αθλος,Noun,ου,ον,"('λος', 'ον')","('λος', 'ου')"
354,ευαλκος,αλυκος,Adjective,ον,ου,"('ος', 'ου')","('ος', 'ον')"
355,ευανδρος,ανδρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
357,ευαρχος,αρχω,Verb,V,ον,"('ος', 'ον')",V
358,ευδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
359,ευδικος,δικη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
360,ευδιος,διος,Adjective,διον,ον,"('ιος', 'ον')",
361,ευδοξος,δοξοτης,Noun,ητος,ον,"('ος', 'ον')","('της', 'ητος')"
362,ευδρομος,δρομος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
363,ευδωρος,δωρητος,Adjective,ον,ον,"('ρος', 'ον')","('τος', 'ον')"
365,ευθηρος,θηος,Adjective,ον,ον,"('ρος', 'ον')","('ος', 'ον')"
366,ευθιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
368,ευιππος,ιππος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
369,ευκναμος,κνημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
370,ευκνισος,κνισα,Noun,ης,ου,"('ος', 'ου')","('σα', 'ης')"
371,ευκρατος,κρατος,Noun,e,ον,"('τος', 'ον')",
372,ευκριτος,κριτος,Adjective,ον,ον,"('ιτος', 'ον')","('ιτος', 'ον')"
374,ευμηλος,μηλινος,Adjective,ον,ον,"('ηλος', 'ον')","('νος', 'ον')"
376,ευμολπος,μολπαιος,Adjective,ον,ον,"('ος', 'ον')","('ιος', 'ον')"
377,ευνεως,νεως,Noun,ω,ων,,"('ως', 'ω')"
379,ευνομος,νομος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
381,ευνοστος,νοστος,Noun,ου,ου,"('στος', 'ου')","('στος', 'ου')"
383,ευοδος,οδος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
385,ευπολις,πολις,Noun,εως,ιδος,"('ις', 'ιδος')","('ις', 'εως')"
386,ευριπος,ριπη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
387,ευρυτος,ρυτος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
388,ευσταχυς,σταχυς,Noun,υος,υ,"('υς', 'υ')","('υς', 'υος')"
389,ευστρατος,στρατος,Noun,ου,ου,"('τος', 'ου')","('τος', 'ου')"
390,ευστροφος,στροφος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
391,ευτυχος,τυχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
392,ευφημος,φημις,Noun,ιος,ον,"('μος', 'ον')","('ις', 'ιος')"
394,ευφρων,φρην,Noun,e,ον,"('ων', 'ον')",
398,ζευξιδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
399,ζευξιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
400,ζηνογενης,γιγνομαι,Verb,V,ους,"('ης', 'ους')",V
401,ζηνοποσειδων,ποσειδων,Noun,ωνος,ωνος,"('ων', 'ωνος')","('ων', 'ωνος')"
403,ζηνοφιλα,φιλος,Adjective,ον,ας,"('α', 'ας')","('λος', 'ον')"
405,ζηνοδοτος,δοτος,Adjective,ον,ου,"('τος', 'ου')","('τος', 'ον')"
408,ζηνοφρων,φρην,Noun,e,ονος,"('ων', 'ονος')",
412,ζηλαρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
414,θαλασσερως,εραω,Verb,V,ωτος,"('ως', 'ωτος')",V
416,θαυμαρετα,αρετη,Noun,ης,ας,"('τα', 'ας')","('η', 'ης')"
417,θεαγενης,γιγνομαι,Verb,V,ους,"('ης', 'ους')",V
418,θεαινετος,αινεω,Verb,V,ου,"('ετος', 'ου')",V
419,θεαιτητος,αιτητος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
422,θειοδοτη,δοτης,Noun,ου,ης,"('η', 'ης')","('της', 'ου')"
424,θειοδοτος,δοτος,Adjective,ον,ου,"('τος', 'ου')","('τος', 'ον')"
425,θελξινοη,de θελξινοος,Verb,V,ης,"('η', 'ης')",V
426,θεμιστογενης,γιγνομαι,Verb,V,ους,"('ης', 'ους')",V
427,θεμιστοδικη,δικη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
432,θεογειτων,γειτων,Adjective,ον,ονος,"('ων', 'ονος')","('ων', 'ον')"
435,θεοδεκτης,δεχομαι,Verb,V,ου,"('της', 'ου')",V
437,θεοδοτη,de θεοδοτος,Verb,V,ης,"('η', 'ης')",V
439,θεοδωρητος,δωρητος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
440,θεοδωσιος,διδωμι,Verb,V,ου,"('σιος', 'ου')",V
441,θεοδωτης,διδωμι,Verb,V,ου,"('της', 'ου')",V
442,θεοκλυμενος,κλυω,Verb,V,ου,"('νος', 'ου')",V
446,θεολυτη,de θεολυτος,Verb,V,ης,"('η', 'ης')",V
447,θεομηστωρ,μηστωρ,Noun,ωρος,ορος,"('τωρ', 'ορος')",
454,θεοχαρης,χαιρω,Verb,V,ους,"('ης', 'ους')",V
455,θερμολεπυρος,λεπυρος,Adjective,ον,ου,"('ρος', 'ου')","('ρος', 'ον')"
456,θερμοπυλαι,πυλαι,Noun,ων,ων,,
457,θερσαγορας,αγορα,Noun,ας,ου,"('ας', 'ου')","('ρα', 'ας')"
458,θερσιλοχος,λοχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
459,θεσμοπολις,πολις,Noun,εως,ιδος,"('ις', 'ιδος')","('ις', 'εως')"
462,θεογνητος,γιγνομαι,Verb,V,ου,"('τος', 'ου')",V
463,θεογνωστος,γνωστος,Adjective,ον,ον,"('στος', 'ον')","('στος', 'ον')"
464,θεοδοτος,δοτος,Adjective,ον,ον,"('τος', 'ον')","('τος', 'ον')"
465,θεοδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
466,θεοκριτος,κριτος,Adjective,ον,ον,"('ιτος', 'ον')","('ιτος', 'ον')"
467,θεολυτος,λυτος,Adjective,ον,ου,"('τος', 'ου')","('τος', 'ον')"
468,θεομνηστος,μνηστος,Verb,V,ου,"('στος', 'ου')",V
469,θεοξενος,ξενος,Adjective,ον,ου,"('νος', 'ου')","('νος', 'ον')"
470,θεοπομπος,πομπος,Adjective,ου,ον,"('ος', 'ον')","('ος', 'ου')"
471,θεοτιμος,τιμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
472,θεοφημος,φημις,Noun,ιος,ον,"('μος', 'ον')","('ις', 'ιος')"
473,θεοφιλος,φιλος,Adjective,ον,ου,"('λος', 'ου')","('λος', 'ον')"
474,θεοφραστος,φραζω,Verb,V,ου,"('στος', 'ου')",V
483,θηριππιδης,de θηρ,Verb,V,ου,"('ιδης', 'ου')",V
485,θηριμαχος,μαχομαι,Verb,V,ου,"('ος', 'ου')",V
486,θησειοτριψ,τριϐω,Verb,V,ιϐος,,V
489,θουριοπερσαι,περσαι,Noun,ων,ων,,
490,θουριομαντις,μαντις,Adjective,εως,εως,"('τις', 'εως')","('τις', 'εως')"
491,θουμαντις,μαντις,Adjective,εως,ιδος,"('τις', 'ιδος')","('τις', 'εως')"
492,θρασοκυδοιμος,κ,Verb,V,ου,"('μος', 'ου')",V
493,θρασυδαιος,δαινυμι,Verb,V,ου,"('ιος', 'ου')",V
497,θρασυδημος,δημος ; v,Verb,V,ου,"('μος', 'ου')",V
499,θρασυλοχος,λοχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
501,θρασυμηλος,μηλον,Noun,ου,ου,"('ηλος', 'ου')","('ον', 'ου')"
503,θρασιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
505,θρακοφοιτης,φοιταω,Verb,V,ου,"('της', 'ου')",V
506,θυγατρομιξια,μικτος,Noun,η,ας,"('ια', 'ας')","('τος', 'η')"
511,θεογνις,γιγνομαι,Verb,V,ιδος,"('ις', 'ιδος')",V
513,θερσιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
514,θηραγρος,αγρος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
519,καλλιγενεια,γενειαω,Verb,V,ας,"('εια', 'ας')",V
521,καλλιδικη,δικη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
522,καλλιθοη,θεω,Verb,V,ης,"('η', 'ης')",V
524,καλλικολωνη,κολωνη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
525,καλλικρατης,κρατος,Noun,e,ους,"('της', 'ους')",
526,καλλικριτη,κρινω,Verb,V,ης,"('η', 'ης')",V
530,καλλιστομαχη,μαχομαι,Verb,V,ης,"('η', 'ης')",V
531,καλλιτελης,τελος,Verb,V,ους,"('ης', 'ους')",V
533,καλλιχορη,de καλλιχορος,Verb,V,ης,"('η', 'ης')",V
535,καλλιανασσα,de καλλιαναξ,Verb,V,ης,"('σα', 'ης')",V
538,καλλιγνωτος,γιγνωσκω,Verb,V,ου,"('ωτος', 'ου')",V
540,καλλιδρομον,δραμειν,Verb,V,ου,"('ον', 'ου')",V
542,καλλιμορφος,μορφνος,Adjective,ον,ον,"('ος', 'ον')","('νος', 'ον')"
544,καλλιξενος,ξενος,Adjective,ον,ου,"('νος', 'ου')","('νος', 'ον')"
545,καλλιστρατος,στρατος,Noun,ου,ου,"('τος', 'ου')","('τος', 'ου')"
546,καλλιχορον,χοριον,Noun,ου,ου,"('ον', 'ου')","('ιον', 'ου')"
547,καλλιχορος,χορος,Noun,ου,ον,"('ρος', 'ον')","('ρος', 'ου')"
550,κανθαρωλεθρον,ολεθρος,Noun,ου,ου,"('ον', 'ου')","('ρος', 'ου')"
551,καπνοσφραντης,οσφραινομαι,Verb,V,ου,"('της', 'ου')",V
552,καπυροσφραντης,οσφραινομαι,Verb,V,ου,"('της', 'ου')",V
