,LEMMA,HEAD,HEAD POS,HEAD GEN,LEMMA GEN,SYSTEM_SUFFIX,HEAD_SUFFIX
556,καυλομυκητες,μυκης,Noun,ου,ων,"('ες', 'ων')","('ης', 'ου')"
557,καφισοδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
559,κεδροπολις,πολις,Noun,εως,ιος,"('ις', 'ιος')","('ις', 'εως')"
560,κειτουκειτος,ου,Noun,ε,ου,"('ιτος', 'ου')",
561,κελτολιγυες,λιγυες,Verb,V,ων,"('ες', 'ων')",V
563,κενταυροκτονος,κτεινω,Verb,V,ον,"('νος', 'ον')",V
564,κενταυρομαχια,μαχη,Noun,ης,ας,"('ια', 'ας')","('η', 'ης')"
566,κηφισοκρατης,κρατος,Noun,e,ους,"('της', 'ους')",
568,κηφισοδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
569,κηφισοδοτος,διδωμι,Verb,V,ου,"('τος', 'ου')",V
570,κηφισοδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
573,κλεαγορας,αγορευω,Verb,V,ου,"('ας', 'ου')",V
574,κλεανθις,de κλεανθης,Verb,V,ιδος,"('ις', 'ιδος')",V
575,κλεαριστη,de κλεαριστος,Verb,V,ης,"('στη', 'ης')",V
576,κλεαινετος,αινεω,Verb,V,ου,"('ετος', 'ου')",V
578,κλειναγορας,αγορευω,Verb,V,ου,"('ας', 'ου')",V
579,κλειναρετη,αρετη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
580,κλεινοδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
581,κλεινομαχος,μαχη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
582,κλειοφορος,φερω,Verb,V,ου,"('ρος', 'ου')",V
584,κλεισιδικη,δικη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
585,κλεισιθηρα,θηρ,Noun,e,ας,"('ρα', 'ας')",
586,κλειταγορα,de κλειταγορας,Verb,V,ας,"('ρα', 'ας')",V
587,κλειταγορας,αγορευω,Verb,V,ου,"('ας', 'ου')",V
588,κλειταρετη,αρετη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
589,κλειτομαχη,μαχη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
591,κλειτελης,τελος,Verb,V,ους,"('ης', 'ους')",V
592,κλειτοδικος,δικη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
593,κλειτομαχος,μαχη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
594,κλειτωνυμος,ονομα,Noun,ατος,ου,"('μος', 'ου')","('α', 'ατος')"
596,κλεοδικη,de κλεοδικος,Verb,V,ης,"('η', 'ης')",V
597,κλεοκρατης,κρατος,Noun,e,ους,"('της', 'ους')",
601,κλεομηδης,μηδομαι,Verb,V,ους,"('ης', 'ους')",V
603,κλεοπτολεμος,πτολεμος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
604,κλεοπατρα,de κλεοπατρος,Verb,V,ας,"('ρα', 'ας')",V
605,κλεοσθενης,σθενος ; cf,Verb,V,ους,"('ης', 'ους')",V
608,κλεοχαρης,χαιρω,Verb,V,ους,"('ης', 'ους')",V
610,κλεψυδρα,υδρα,Noun,ας,ας,"('ρα', 'ας')","('ρα', 'ας')"
612,κλεωνυμη,κλεωνυμος,Noun,ου,ης,"('η', 'ης')","('μος', 'ου')"
614,κλεανασσα,de κλεαναξ,Verb,V,ης,"('σα', 'ης')",V
615,κλεανθης,ανθος,Noun,ου,ους,"('ης', 'ους')","('ος', 'ου')"
616,κλεανωρ,ανηρ ; cf,Verb,V,ορος,"('ωρ', 'ορος')",V
617,κλεαρετος,αρετη,Noun,ης,ου,"('ετος', 'ου')","('η', 'ης')"
618,κλεαριστος,αριστος ; cf,Verb,V,ου,"('στος', 'ου')",V
620,κλειδημος,δημος ; cf,Verb,V,ου,"('μος', 'ου')",V
621,κλειδικος,δικη ; cf,Verb,V,ου,"('ος', 'ου')",V
622,κλεισοφος,σοφος ; cf,Verb,V,ου,"('ος', 'ου')",V
623,κλειταρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
624,κλεοδαιος,δαινυμι,Verb,V,ου,"('ιος', 'ου')",V
625,κλεοδημος,δημος ; cf,Verb,V,ου,"('μος', 'ου')",V
627,κλεοδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
628,κλεοκριτος,κρινω,Verb,V,ου,"('ιτος', 'ου')",V
630,κλεομαντις,μαντις,Adjective,εως,εως,"('τις', 'εως')","('τις', 'εως')"
631,κλεομαχος,μαχη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
633,κλεοπατρος,πατηρ ; cf,Verb,V,ου,"('ρος', 'ου')",V
634,κλεοπομπος,πεμπω,Verb,V,ου,"('ος', 'ου')",V
635,κλεοστρατος,στρατος,Noun,ου,ου,"('τος', 'ου')","('τος', 'ου')"
636,κλεοτιμος,τιμη,Noun,ης,ου,"('μος', 'ου')","('η', 'ης')"
648,κλεωνυμος,ονομα,Noun,ατος,ου,"('μος', 'ου')","('α', 'ατος')"
650,κλυτομηδης,μηδομαι,Verb,V,εος,,V
652,κλυτονηος,ναυς,Noun,e,ου,"('ος', 'ου')",
653,κλεανδρος,ανηρ ; cf,Verb,V,ου,"('ρος', 'ου')",V
654,κλεαρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
655,κλεομμις,ομμα,Noun,ατος,ιδος,"('ις', 'ιδος')","('α', 'ατος')"
660,κοιλοσυρια,συρϐα,Noun,ης,ας,"('ια', 'ας')","('α', 'ης')"
663,κολακοφωροκλειδης,φωρ,Noun,e,ου,"('ιδης', 'ου')",
665,κομηταμυνιας,αμυνιας,Noun,ου,ου,"('ας', 'ου')","('ας', 'ου')"
667,κορυθαλια,θαλια,Noun,ας,ας,"('ια', 'ας')","('ια', 'ας')"
668,κορυθαλεια,θαλεια,Adjective,ας,ας,"('εια', 'ας')","('εια', 'ας')"
669,κοστοφαγος,φαγειν,Verb,V,ου,"('ος', 'ου')",V
671,κουφαγορης,αγορευω,Verb,V,ου,"('ης', 'ου')",V
673,κραταιγονος,γονος,Noun,ου,ου,"('νος', 'ου')","('νος', 'ου')"
677,κρεοφυλος,φυσαλος,Noun,ου,ου,"('λος', 'ου')","('λος', 'ου')"
678,κρεωφυλος,φυλη,Noun,ης,ου,"('λος', 'ου')","('η', 'ης')"
679,κριναγορας,αγορα,Noun,ας,ου,"('ας', 'ου')","('ρα', 'ας')"
680,κριτοδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
683,κρονοσολων,σολων,Noun,ωνος,ωνος,"('ων', 'ωνος')","('ων', 'ωνος')"
684,κρονοτεκνος,τικτω,Verb,V,ου,"('νος', 'ου')",V
686,κρατιππος,ιππος ; cf,Verb,V,ου,"('ος', 'ου')",V
687,κρινιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
688,κρονιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
691,κτησιαρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
692,κτησιοχος,εχω,Verb,V,ου,"('ος', 'ου')",V
694,κτησιππος,ιππος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
695,κυδιμαχη,μαχη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
696,κυδιμαχος,μαχομαι,Verb,V,ου,"('ος', 'ου')",V
697,κυδιππη,ιππος,Noun,ου,ης,"('η', 'ης')","('ος', 'ου')"
698,κυθηροδικης,δικη,Noun,ης,ου,"('ης', 'ου')","('η', 'ης')"
701,κυματοληγη,ληγω,Verb,V,ης,"('η', 'ης')",V
702,κυμαιθα,κυημα,Noun,ατος,ης,"('α', 'ης')","('α', 'ατος')"
703,κυμοδοκη,δεχομαι,Verb,V,ης,"('η', 'ης')",V
704,κυμοθοη,θοος,Adjective,ον,ης,"('η', 'ης')","('ος', 'ον')"
705,κυμοπολεια,πολεω,Verb,V,ας,"('εια', 'ας')",V
706,κυναμολγοι,αμελγω,Verb,V,ων,"('οι', 'ων')",V
707,κυνθογενης,γιγνομαι,Verb,V,ες,"('ης', 'ες')",V
708,κυνοπολιτης,π,Noun,ϖ,ου,"('της', 'ου')",
710,κυνοσουρα,gen,Verb,V,ωα,,V
711,κυπριαρχης,αρχω,Verb,V,ου,"('ης', 'ου')",V
712,κυπρογενης,γιγνομαι,Verb,V,ες,"('ης', 'ες')",V
713,κυπρογενεια,de κυπρογενης,Verb,V,ας,"('εια', 'ας')",V
716,κυανιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
717,καλλαισχρος,αισχρος,Adjective,ον,ου,"('ρος', 'ου')","('ρος', 'ον')"
718,καλλιππος,ιππος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
720,κυναιθα,αιθω,Verb,V,ης,"('α', 'ης')",V
721,κυναιθος,αιθω,Verb,V,ου,"('ος', 'ου')",V
724,λαιμοκυκλωψ,κυκλοω,Verb,V,οπος,,V
726,λακρατης,κρατος ; cf,Verb,V,ους,"('της', 'ους')",V
727,λακρινης,κρινω,Verb,V,ους,"('ης', 'ους')",V
728,λακυδης,κυδος ; cf,Verb,V,ους,"('ης', 'ους')",V
729,λαμαχιππιον,ιππος,Noun,ου,ου,"('ιον', 'ου')","('ος', 'ου')"
731,λαμπρομαχος,μαχομαι,Verb,V,ου,"('ος', 'ου')",V
733,λαοδικευς,διεις,Verb,V,εως,"('ευς', 'εως')",V
735,λαοδικη,δικη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
736,λαοθοη,θεω,Verb,V,ης,"('η', 'ης')",V
743,λαφανης,φαινω ; dor,Verb,V,ους,"('ης', 'ους')",V
744,λαχανοθαυμασος,θαυμαζω,Verb,V,ου,"('ος', 'ου')",V
747,λαερτης,ειρω,Verb,V,ου,"('της', 'ου')",V
748,λαογονος,γιγνομαι,Verb,V,ου,"('νος', 'ου')",V
749,λαοδοκος,δεχομαι,Verb,V,ου,"('ος', 'ου')",V
750,λειαγορη,αγορευω,Verb,V,ης,"('η', 'ης')",V
751,λειχομυλη,μυλη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
752,λειχοπιναξ,πιναξ,Noun,ακος,ακος,,
756,λευκοθεα,θεα,Adjective,ας,ας,"('α', 'ας')","('α', 'ας')"
757,λευκολοφας,λοφαςο,Verb,V,ου,"('ας', 'ου')",V
758,λευκιππη,de λευκιππος,Verb,V,ης,"('η', 'ης')",V
759,λευκολοφος,λοφος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
760,λευκομαντις,μαντις,Adjective,εως,ιδος,"('τις', 'ιδος')","('τις', 'εως')"
763,λεωκρατης,κρατος,Noun,e,ους,"('της', 'ους')",
764,λεωκηδης,κηδομαι,Verb,V,ους,"('ης', 'ους')",V
765,λεωκοραι,κορη,Noun,ης,ων,,"('η', 'ης')"
766,λεωπρεπης,πρεπω,Verb,V,ους,"('ης', 'ους')",V
767,λεωσθενης,σθενος ; cf,Verb,V,ους,"('ης', 'ους')",V
768,λεωτροφιδης,τρεφω,Verb,V,ου,"('ιδης', 'ου')",V
769,λεωτυχιδης,τυχη,Noun,ης,ου,"('ιδης', 'ου')","('η', 'ης')"
772,λεωχαρης,χαιρω ; cf,Verb,V,ους,"('ης', 'ους')",V
776,λευκασπις,ασπις,Noun,ιδος,ιδος,"('ις', 'ιδος')","('ις', 'ιδος')"
777,λευκιππος,ιππος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
779,λεωδοκος,δεχομαι,Verb,V,ου,"('ος', 'ου')",V
780,λεωστρατος,στρατος,Noun,ου,ου,"('τος', 'ου')","('τος', 'ου')"
781,λεωφιλος,φιλος ; cf,Verb,V,ον,"('λος', 'ον')",V
785,ληροκριτος,κρινω,Verb,V,ου,"('ιτος', 'ου')",V
788,λιμοδωριεις,δωριευς,Adjective,εως,εων,"('εις', 'εων')","('ευς', 'εως')"
789,λιμεναρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
790,λιμεντερος,εντερον,Noun,ου,ου,"('τερος', 'ου')","('ον', 'ου')"
793,λυκιαρχης,αρχω,Verb,V,ου,"('ης', 'ου')",V
795,λυκομηδης,μηδομαι,Verb,V,ους,"('ης', 'ους')",V
796,λυκοπολιτης,πολιτης,Adjective,ου,ου,"('της', 'ου')","('της', 'ου')"
797,λυκουρια,ορος,Noun,ου,ας,"('ια', 'ας')","('ρος', 'ου')"
798,λυκοφοντης,πεφνειν,Verb,V,ου,"('της', 'ου')",V
799,λυκουργος,ειργω,Verb,V,e,,V
803,λυκοφρων,φρην,Noun,e,ον,"('ων', 'ον')",
807,λυσαρετη,αρετη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
808,λυσιδικη,δικη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
810,λυσικρατης,κρατος,Noun,e,ους,"('της', 'ους')",
812,λυσιανασσα,ανασσα,Noun,ης,ης,"('σα', 'ης')","('σα', 'ης')"
813,λυσανδρα,de λυσανδρος,Verb,V,ας,"('ρα', 'ας')",V
814,λυσιθεος,θεος,Noun,ου,ου,"('εος', 'ου')","('εος', 'ου')"
816,λυσιξενος,ξενος,Adjective,ον,ου,"('νος', 'ου')","('νος', 'ον')"
817,λυσιππη,de λυσιππος,Verb,V,ης,"('η', 'ης')",V
818,λυσιστρατος,στρατος,Noun,ου,ου,"('τος', 'ου')","('τος', 'ου')"
819,λυχνοπολις,πολις,Noun,εως,εως,"('ις', 'εως')","('ις', 'εως')"
820,λααρχος,αρχω,Verb,V,ου,"('ος', 'ου')",V
821,λακριτος,κρινω ; cf,Verb,V,ου,"('ιτος', 'ου')",V
822,λαμαχος,μαχομαι,Verb,V,ου,"('ος', 'ου')",V
823,λαμπουρος,ουρα,Noun,ας,ου,"('ρος', 'ου')","('ρα', 'ας')"
824,λαφιλος,φιλος ; dor,Verb,V,ου,"('λος', 'ου')",V
825,λαχαρτος,χαιρω,Verb,V,ου,"('τος', 'ου')",V
827,λεαρχος,αρχω ; cf,Verb,V,ου,"('ος', 'ου')",V
829,λυσιππος,ιππος ; cf,Verb,V,ου,"('ος', 'ου')",V
830,μανδροκλεης,κλεος ; cf,Verb,V,εους,"('ης', 'εους')",V
831,μανδρολυτος,λυω,Verb,V,ου,"('τος', 'ου')",V
833,μανοδωρος,δωρητος,Adjective,ον,ου,"('ρος', 'ου')","('τος', 'ον')"
834,μαππαφασιος,φαιος,Adjective,ον,ου,"('σιος', 'ου')","('ιος', 'ον')"
836,μεγακλεης,κλεηςκλης,Verb,V,ες,"('ης', 'ες')",V
844,μεγαινετος,αινεω,Verb,V,ου,"('ετος', 'ου')",V
847,μεγατιμος,τιμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
848,μεθυδριον,υδωρ ; pour la formation cf,Verb,V,ου,"('ιον', 'ου')",V
849,μειρακοφιλη,φιλος,Adjective,ον,ης,"('η', 'ης')","('λος', 'ον')"
850,μελανθευς,ανθεξις,Noun,εως,εως,"('ευς', 'εως')","('ις', 'εως')"
851,μελανωπη,ωπη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
852,μελησιγενης,γιγνομαι,Verb,V,ους,"('ης', 'ους')",V
853,μελικερτης,κερκετης,Noun,ου,ου,"('της', 'ου')","('ετης', 'ου')"
854,μελινοφαγοι,φαγειν,Verb,V,ων,"('οι', 'ων')",V
855,μελαγχλαινοι,χλαινοω,Verb,V,ων,"('οι', 'ων')",V
857,μελανιππος,ιππος,Noun,ου,ον,"('ος', 'ον')","('ος', 'ου')"
860,μενεκλης,κλεος ; cf,Verb,V,εους,"('ης', 'εους')",V
861,μενεκρατις,κρατυς,Adjective,e,ιδος,"('τις', 'ιδος')",
862,μενεκρατης,κριτης,Noun,ου,ες,"('της', 'ες')","('της', 'ου')"
863,μενεπτολεμος,πτολεμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
864,μεναλκας,αλκη,Noun,ης,α,"('ας', 'α')","('η', 'ης')"
866,μενεδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
867,μενεκωλος,κωλον,Noun,ου,ου,"('λος', 'ου')","('ον', 'ου')"
870,μενεξενος,ξενος,Adjective,ον,ου,"('νος', 'ου')","('νος', 'ον')"
871,μενεσαιχμος,αιχμη ; cf,Verb,V,ου,"('μος', 'ου')",V
872,μενεστρατος,στρατος,Noun,ου,ου,"('τος', 'ου')","('τος', 'ου')"
873,μενεφυλος,φυλη,Noun,ης,ου,"('λος', 'ου')","('η', 'ης')"
874,μενεχαρμος,χαρισμος,Noun,ου,ον,"('μος', 'ον')","('μος', 'ου')"
875,μεριδαρπαξ,αρπαξ,Adjective,αγος,αγος,,
877,μεσομηδης,μηδομαι,Verb,V,ους,"('ης', 'ους')",V
878,μεσσαπια,απφα,Noun,απφα,ας,"('ια', 'ας')",
879,μεταγειτνια,γειτων,Adjective,ον,ων,"('ια', 'ων')","('ων', 'ον')"
882,μηδοκτονος,κτεινω,Verb,V,ον,"('νος', 'ον')",V
883,μηδοφονος,πεφνειν,Verb,V,ον,"('νος', 'ον')",V
887,μηνοφιλη,de μηνοφιλος,Verb,V,ης,"('η', 'ης')",V
888,μηνοδοτος,διδωμι,Verb,V,ου,"('τος', 'ου')",V
889,μηνοδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
890,μηνοφιλος,φιλος,Adjective,ον,ου,"('λος', 'ου')","('λος', 'ον')"
893,μητροδοτος,διδωμι,Verb,V,ου,"('τος', 'ου')",V
894,μητροδωρος,δωρον,Noun,ου,ου,"('ρος', 'ου')","('ον', 'ου')"
895,μητροπολις,πολις,Noun,εως,εως,"('ις', 'εως')","('ις', 'εως')"
896,μητροτιμος,τιμη,Noun,ης,ου,"('μος', 'ου')","('η', 'ης')"
897,μητιοχος,εχω,Verb,V,ου,"('ος', 'ου')",V
898,μιλτοκυθης,κευθω,Verb,V,ου,"('ης', 'ου')",V
899,μινυαμαχος,μαχομαι,Verb,V,ον,"('ος', 'ον')",V
900,μινωταυρος,ταυρος,Noun,ου,ου,"('ρος', 'ου')","('ρος', 'ου')"
901,μιξιδημος,δημος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
903,μνασιγειτων,γ,Adjective,γ,ονος,"('ων', 'ονος')",
904,μνασιδικα,δικη,Noun,ης,ας,"('α', 'ας')","('η', 'ης')"
905,μνασαλκης,αλκη,Noun,ης,ου,"('ης', 'ου')","('η', 'ης')"
907,μνησαρετη,αρετη,Noun,ης,ης,"('η', 'ης')","('η', 'ης')"
909,μνησιμαχη,de μνησιμαχος,Verb,V,ης,"('η', 'ης')",V
911,μνησιπτολεμα,πτοα,Noun,e,ας,"('α', 'ας')",
912,μνησιπτολεμος,πτολεμος,Noun,ου,ου,"('μος', 'ου')","('μος', 'ου')"
914,μνησιθεος,θεος,Noun,ου,ον,"('εος', 'ον')","('εος', 'ου')"
915,μνησιλοχος,λοχος,Noun,ου,ου,"('ος', 'ου')","('ος', 'ου')"
916,μνησιμαχος,μαχη,Noun,ης,ου,"('ος', 'ου')","('η', 'ης')"
917,μνησιστρατος,στρατος,Noun,ου,ου,"('τος', 'ου')","('τος', 'ου')"
918,μνησιφιλος,φιλος,Adjective,ον,ου,"('λος', 'ου')","('λος', 'ον')"
